username,review,rating,date,app,cleaned_review,processed_review,sentiment,rating_sentiment
Suvesh Sinha,"Guys after update Swiggy app has become disappointing, Location is not being captured properly. Multiple times my order has been placed at Office address instead of home address even though both of them are 1.5 km far. Please rectify ASAP",5,2026-03-11 13:48:07,Swiggy,guys after update swiggy app has become disappointing location is not being captured properly multiple times my order has been placed at office address instead of home address even though both of them are  km far please rectify asap,guy update swiggy app become disappointing location captured properly multiple time order placed office address instead home address even though far please rectify asap,Negative,Positive
BABU BHI,good fast delivery,4,2026-03-11 13:47:42,Swiggy,good fast delivery,good fast delivery,Positive,Positive
Naveen Yadav,Good Swiggy,5,2026-03-11 13:46:49,Swiggy,good swiggy,good swiggy,Positive,Positive
Manoj Singh,good,5,2026-03-11 13:46:30,Swiggy,good,good,Positive,Positive
Harshu Pal,Very good 👍,5,2026-03-11 13:43:16,Swiggy,very good,good,Positive,Positive
RAVI ROHAM,best,5,2026-03-11 13:40:39,Swiggy,best,best,Positive,Positive
Anabella,very good app,5,2026-03-11 13:40:16,Swiggy,very good app,good app,Positive,Positive
Renu Toppo,nice,5,2026-03-11 13:38:57,Swiggy,nice,nice,Positive,Positive
Balamurugan,first time I use this application easy make this order and soon delivery,4,2026-03-11 13:38:22,Swiggy,first time i use this application easy make this order and soon delivery,first time use application easy make order soon delivery,Positive,Positive
Muthu Manickam,good 👍,5,2026-03-11 13:35:10,Swiggy,good,good,Positive,Positive
Jyoti kohli,expensive food,1,2026-03-11 13:33:25,Swiggy,expensive food,expensive food,Neutral,Negative
mehboob mirza,too expensive,1,2026-03-11 13:30:26,Swiggy,too expensive,expensive,Neutral,Negative
Sharan g.krishnan,Good .....but compare to restaurants rate and online order rate is high....Some times coupons are strictly for some users only.....otherwise it's good...it's only from my experience..,5,2026-03-11 13:27:13,Swiggy,good but compare to restaurants rate and online order rate is highsome times coupons are strictly for some users onlyotherwise its goodits only from my experience,good compare restaurant rate online order rate highsome time coupon strictly user onlyotherwise goodits experience,Positive,Positive
Dipu Bohara,my foot,1,2026-03-11 13:26:31,Swiggy,my foot,foot,Neutral,Negative
Gayrti Kumari,good 👍🏻,5,2026-03-11 13:22:57,Swiggy,good,good,Positive,Positive
Arin Pawar,aap work is very easy and comfortable 😊😊👍,5,2026-03-11 13:21:49,Swiggy,aap work is very easy and comfortable,aap work easy comfortable,Positive,Positive
Supriya,very much,5,2026-03-11 13:19:43,Swiggy,very much,much,Neutral,Positive
Ved Parkash Sharma,nice,4,2026-03-11 13:16:44,Swiggy,nice,nice,Positive,Positive
Narasimha Mp Narasimha,super,5,2026-03-11 13:10:49,Swiggy,super,super,Positive,Positive
Manjeet Kaur,delivery is late.,5,2026-03-11 13:09:47,Swiggy,delivery is late,delivery late,Neutral,Positive
Karan Kumar,ok,5,2026-03-11 13:09:43,Swiggy,ok,ok,Neutral,Positive
Rohit sinha,Worst app in terms of delivering. takes much time than it shows.,1,2026-03-11 13:08:31,Swiggy,worst app in terms of delivering takes much time than it shows,worst app term delivering take much time show,Negative,Negative
Shiney Hepzibah,Little slow,4,2026-03-11 13:02:45,Swiggy,little slow,little slow,Neutral,Positive
Ashok Duba,"I have faced a bad experience. The delivery executive took my order and didn't respond to my calls and i contacted customer support and they simply said to wait for sometime even delivery time crossed 3 hrs also. And they denied my refund even though it was not delivered. My issue resolved after a complaint to the consumer court then the Swiggy team responded properly and refunded my money back. Don't trust and depend too much on online platforms like this. If anything happens, no one cares.",1,2026-03-11 13:02:10,Swiggy,i have faced a bad experience the delivery executive took my order and didnt respond to my calls and i contacted customer support and they simply said to wait for sometime even delivery time crossed  hrs also and they denied my refund even though it was not delivered my issue resolved after a complaint to the consumer court then the swiggy team responded properly and refunded my money back dont trust and depend too much on online platforms like this if anything happens no one cares,faced bad experience delivery executive took order didnt respond call contacted customer support simply said wait sometime even delivery time crossed hr also denied refund even though delivered issue resolved complaint consumer court swiggy team responded properly refunded money back dont trust depend much online platform like anything happens one care,Negative,Negative
krishna nand,good app,3,2026-03-11 13:01:51,Swiggy,good app,good app,Positive,Neutral
TANMOY CHAKRABORTY,good,5,2026-03-11 13:01:44,Swiggy,good,good,Positive,Positive
SURYA S,good,5,2026-03-11 12:55:40,Swiggy,good,good,Positive,Positive
Manikyam Veeranki,good 😊,5,2026-03-11 12:52:32,Swiggy,good,good,Positive,Positive
Karan Singh,so cute,5,2026-03-11 12:51:22,Swiggy,so cute,cute,Positive,Positive
Sk Sameer,good reciving,5,2026-03-11 12:50:19,Swiggy,good reciving,good reciving,Positive,Positive
Kala Gopi,great,4,2026-03-11 12:48:14,Swiggy,great,great,Positive,Positive
Arka Samanta,Previously I used to order liquor from Swiggy but now the wine store option is not available in the app. So it's not convenient now. I am not happy with the new implementation!!,3,2026-03-11 12:47:24,Swiggy,previously i used to order liquor from swiggy but now the wine store option is not available in the app so its not convenient now i am not happy with the new implementation,previously used order liquor swiggy wine store option available app convenient happy new implementation,Positive,Neutral
Prince Patel ji,nice,5,2026-03-11 12:46:53,Swiggy,nice,nice,Positive,Positive
ANKIT KUMAR,this is very bad app. Orders are not accept 30 - 60 min. then order are cancel.,1,2026-03-11 12:46:13,Swiggy,this is very bad app orders are not accept    min then order are cancel,bad app order accept min order cancel,Negative,Negative
Lenin Khwairakpam,that was good,5,2026-03-11 12:40:59,Swiggy,that was good,good,Positive,Positive
VENKAT ASADI,good,1,2026-03-11 12:40:06,Swiggy,good,good,Positive,Negative
Ajit Ahir,crazy 🤪 😜,5,2026-03-11 12:39:48,Swiggy,crazy,crazy,Negative,Positive
SACHIN YADAV,good 👍,5,2026-03-11 12:39:41,Swiggy,good,good,Positive,Positive
Thomas Vinod,swiggy good but how much will be affording it as many need money then to give money in Pune...i got slapped by mother mine over high charge ...hope you don't be in situations...it's hopeless...this getting into slappings by family...,4,2026-03-11 12:37:59,Swiggy,swiggy good but how much will be affording it as many need money then to give money in punei got slapped by mother mine over high charge hope you dont be in situationsits hopelessthis getting into slappings by family,swiggy good much affording many need money give money punei got slapped mother mine high charge hope dont situationsits hopelessthis getting slappings family,Positive,Positive
Jyotika Chetia,give me more offers like this,5,2026-03-11 12:37:11,Swiggy,give me more offers like this,give offer like,Positive,Positive
NAINA BHANUSHALI,good,5,2026-03-11 12:37:10,Swiggy,good,good,Positive,Positive
dream india ride,too much price,1,2026-03-11 12:36:49,Swiggy,too much price,much price,Neutral,Negative
Ishmeet Kaur,amazing app,5,2026-03-11 12:36:41,Swiggy,amazing app,amazing app,Positive,Positive
raginee kulkarni,additional charges are included in bill no discount apply at all,2,2026-03-11 12:36:37,Swiggy,additional charges are included in bill no discount apply at all,additional charge included bill discount apply,Neutral,Negative
Arun Joseph,good,5,2026-03-11 12:25:08,Swiggy,good,good,Positive,Positive
Rajesh Kumar Pal,nice,3,2026-03-11 12:24:56,Swiggy,nice,nice,Positive,Neutral
Bhargavi Durgam,very nice,5,2026-03-11 12:20:34,Swiggy,very nice,nice,Positive,Positive
Basava,super,5,2026-03-11 12:18:42,Swiggy,super,super,Positive,Positive
Setu Raman,only instamart good not food delivery,3,2026-03-11 12:10:01,Swiggy,only instamart good not food delivery,instamart good food delivery,Positive,Neutral
Anuradha s,Excellent 👌🏻,5,2026-03-11 12:07:46,Swiggy,excellent,excellent,Positive,Positive
VK Vinothkumar,nice one,4,2026-03-11 12:05:17,Swiggy,nice one,nice one,Positive,Positive
Varshini T,handling and delivery chargers are higher than food itself. it will say free delivery after 99rupee than adds same delivery charges,1,2026-03-11 12:04:45,Swiggy,handling and delivery chargers are higher than food itself it will say free delivery after rupee than adds same delivery charges,handling delivery charger higher food say free delivery rupee add delivery charge,Positive,Negative
Shantha Kumar,super 👍,5,2026-03-11 11:59:33,Swiggy,super,super,Positive,Positive
Rajarshi Manna,"Swiggy's style is explained below. I order some food for X price. They deliver some food items wrong and of price less than X price. I raise concern within app with photos. They ask me if I want to transfer the concern to a representative. I choose ""yes"". They close my chat forcibly and does not allow me to open a new chat anymore. What do you get out of cheating people @Swiggy? I mean why not elevate your mentality and be a better organization? So pathetic.",1,2026-03-11 11:57:17,Swiggy,swiggys style is explained below i order some food for x price they deliver some food items wrong and of price less than x price i raise concern within app with photos they ask me if i want to transfer the concern to a representative i choose yes they close my chat forcibly and does not allow me to open a new chat anymore what do you get out of cheating people swiggy i mean why not elevate your mentality and be a better organization so pathetic,swiggys style explained order food price deliver food item wrong price less price raise concern within app photo ask want transfer concern representative choose yes close chat forcibly allow open new chat anymore get cheating people swiggy mean elevate mentality better organization pathetic,Negative,Negative
Aswinkumar Motru,super,4,2026-03-11 11:47:59,Swiggy,super,super,Positive,Positive
Deepak,good food good 👍😊👍👍😊😊👍👍,5,2026-03-11 11:42:25,Swiggy,good food good,good food good,Positive,Positive
SAGAR Kothule,good sarvise,5,2026-03-11 11:34:45,Swiggy,good sarvise,good sarvise,Positive,Positive
Fouzia Syed,Thank you,5,2026-03-11 11:31:21,Swiggy,thank you,thank,Positive,Positive
Anurag Gupta,Fake cash promotions,1,2026-03-11 11:30:59,Swiggy,fake cash promotions,fake cash promotion,Negative,Negative
Niraimathi,super 👌 but romba delay 🙄 aguthu,5,2026-03-11 11:29:39,Swiggy,super  but romba delay  aguthu,super romba delay aguthu,Positive,Positive
Neelam singh,this app is very well and best food items I like it,5,2026-03-11 11:22:46,Swiggy,this app is very well and best food items i like it,app well best food item like,Positive,Positive
Bhanu Hrishi Das,good,4,2026-03-11 11:13:50,Swiggy,good,good,Positive,Positive
Arpita Bandekar,good💯,3,2026-03-11 11:11:55,Swiggy,good,good,Positive,Neutral
Mani Gandan,ok,2,2026-03-11 11:08:52,Swiggy,ok,ok,Neutral,Negative
Sanjay Raut,don't like,1,2026-03-11 11:04:22,Swiggy,dont like,dont like,Negative,Negative
Aman Yadav,ok,5,2026-03-11 10:58:54,Swiggy,ok,ok,Neutral,Positive
VISH,11 03 26 *explore option needs to be brought back *refresh rate needs to be decreased why I am being charged the third time for tax sgst cgst and app charges tax,1,2026-03-11 10:54:14,Swiggy,explore option needs to be brought back refresh rate needs to be decreased why i am being charged the third time for tax sgst cgst and app charges tax,explore option need brought back refresh rate need decreased charged third time tax sgst cgst app charge tax,Negative,Negative
Manish Mall,Many of the people are able to redeem the cred point but it is not showing to any of my family members.,1,2026-03-11 10:47:34,Swiggy,many of the people are able to redeem the cred point but it is not showing to any of my family members,many people able redeem cred point showing family member,Neutral,Negative
Suhani Mendonsa,Thankyou Swiggy always being there for our needs it's a thorough boon especially in our busy lives can order at any time from anywhere most of the times the quality has been good 👍,5,2026-03-11 10:46:12,Swiggy,thankyou swiggy always being there for our needs its a thorough boon especially in our busy lives can order at any time from anywhere most of the times the quality has been good,thankyou swiggy always need thorough boon especially busy life order time anywhere time quality good,Positive,Positive
Subhajit ROY,maintain the delivery time,1,2026-03-11 10:42:20,Swiggy,maintain the delivery time,maintain delivery time,Neutral,Negative
Dk Editz,good,5,2026-03-11 10:36:39,Swiggy,good,good,Positive,Positive
Kabir Singh,ok,5,2026-03-11 10:17:55,Swiggy,ok,ok,Neutral,Positive
BHUMI SINGH,nice,5,2026-03-11 10:06:49,Swiggy,nice,nice,Positive,Positive
Mahesh Jangid,"Pathetic experience with Swiggy. My order was split and the higher-value order got badly delayed. When I asked to cancel it, support tried to charge ₹50 delivery saying the cart would fall below the free delivery limit — even though the delay was entirely their fault. I had to argue for nearly 50 minutes just to make them admit the mistake. Only then did they refund the amount and waive the charge. Shockingly poor service and a complete waste of time.",1,2026-03-11 09:53:58,Swiggy,pathetic experience with swiggy my order was split and the highervalue order got badly delayed when i asked to cancel it support tried to charge  delivery saying the cart would fall below the free delivery limit  even though the delay was entirely their fault i had to argue for nearly  minutes just to make them admit the mistake only then did they refund the amount and waive the charge shockingly poor service and a complete waste of time,pathetic experience swiggy order split highervalue order got badly delayed asked cancel support tried charge delivery saying cart would fall free delivery limit even though delay entirely fault argue nearly minute make admit mistake refund amount waive charge shockingly poor service complete waste time,Negative,Negative
